Data,Dia,Mês,Ano,Data_abr,Top,Titulo,Autor,Spotify_link
1992-06-06,6,6,1992,6/1992,4,I'll Be There,Mariah Carey,https://open.spotify.com/track/5t1OvYkhjQzWrxlE3UcDb6
1992-06-06,6,6,1992,6/1992,5,Baby Got Back,Sir Mix-A-Lot,https://open.spotify.com/track/1SAkL1mYNJlaqnBQxVZrRl
1992-07-04,4,7,1992,7/1992,1,Baby Got Back,Sir Mix-A-Lot,https://open.spotify.com/track/1SAkL1mYNJlaqnBQxVZrRl
1992-07-04,4,7,1992,7/1992,2,I'll Be There,Mariah Carey,https://open.spotify.com/track/5t1OvYkhjQzWrxlE3UcDb6
1992-07-04,4,7,1992,7/1992,3,Under The Bridge,Red Hot Chili Peppers,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
1992-07-04,4,7,1992,7/1992,4,Jump,Kris Kross,https://open.spotify.com/track/27AHAtAirQapVldIm4c9ZX
1992-07-04,4,7,1992,7/1992,5,If You Asked Me To,Celine Dion,https://open.spotify.com/track/6vubJBI43jIr557lvNbzlH
1992-08-01,1,8,1992,8/1992,1,Baby Got Back,Sir Mix-A-Lot,https://open.spotify.com/track/1SAkL1mYNJlaqnBQxVZrRl
1992-08-01,1,8,1992,8/1992,2,This Used To Be My Playground,Madonna,https://open.spotify.com/track/637V2ymBt4Ljlbz4EmRys8
1992-08-01,1,8,1992,8/1992,3,Baby-Baby-Baby,TLC,https://open.spotify.com/track/1zTuB57LYZa7xu7KUH8kF0
1992-08-01,1,8,1992,8/1992,4,Achy Breaky Heart,Billy Ray Cyrus,https://open.spotify.com/track/2EoIt9vdgFRNW03u5IvFsQ
1992-08-01,1,8,1992,8/1992,5,Just Another Day,Jon Secada,https://open.spotify.com/track/5AoBNJQDXXEnIJGjJjZu3y
1992-09-05,5,9,1992,9/1992,2,Baby-Baby-Baby,TLC,https://open.spotify.com/track/1zTuB57LYZa7xu7KUH8kF0
1992-09-05,5,9,1992,9/1992,3,November Rain,Guns N' Roses,https://open.spotify.com/track/3YRCqOhFifThpSRFJ1VWFM
1992-09-05,5,9,1992,9/1992,4,Humpin' Around,Bobby Brown,https://open.spotify.com/track/36tOpYpo1omPwIab8ebEkW
1992-09-05,5,9,1992,9/1992,5,This Used To Be My Playground,Madonna,https://open.spotify.com/track/637V2ymBt4Ljlbz4EmRys8
1992-10-03,3,10,1992,10/1992,2,Sometimes Love Just Ain't Enough,Patty Smyth,https://open.spotify.com/track/3CUV8wsoTTKznGpEovrnZw
1992-10-03,3,10,1992,10/1992,3,Humpin' Around,Bobby Brown,https://open.spotify.com/track/36tOpYpo1omPwIab8ebEkW
1992-10-03,3,10,1992,10/1992,4,Baby-Baby-Baby,TLC,https://open.spotify.com/track/1zTuB57LYZa7xu7KUH8kF0
1992-10-03,3,10,1992,10/1992,5,Jump Around,House Of Pain,https://open.spotify.com/track/7L93GESzq43UkKUt5FsOCq
1992-11-07,7,11,1992,11/1992,2,How Do You Talk To An Angel,The Heights,https://open.spotify.com/track/2QVHmiFTjFsHyxONRdbkcq
1992-11-07,7,11,1992,11/1992,4,Sometimes Love Just Ain't Enough,Patty Smyth,https://open.spotify.com/track/3CUV8wsoTTKznGpEovrnZw
1992-11-07,7,11,1992,11/1992,5,Erotica,Madonna,https://open.spotify.com/track/4eMLyB1mc7onYLdoG8YSXG
1992-12-05,5,12,1992,12/1992,1,I Will Always Love You,Whitney Houston,https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm
1992-12-05,5,12,1992,12/1992,2,If I Ever Fall In Love,Shai,https://open.spotify.com/track/1jCsCYgzQQHk3bDJDuFbNi
1992-12-05,5,12,1992,12/1992,3,Rump Shaker,Wreckx-N-Effect,https://open.spotify.com/track/4dY4JVC0Q9CwpeZ6JAclIc
1992-12-05,5,12,1992,12/1992,4,How Do You Talk To An Angel,The Heights,https://open.spotify.com/track/2QVHmiFTjFsHyxONRdbkcq
1993-01-02,2,1,1993,1/1993,1,I Will Always Love You,Whitney Houston,https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm
1993-01-02,2,1,1993,1/1993,2,Rump Shaker,Wreckx-N-Effect,https://open.spotify.com/track/4dY4JVC0Q9CwpeZ6JAclIc
1993-01-02,2,1,1993,1/1993,3,If I Ever Fall In Love,Shai,https://open.spotify.com/track/1jCsCYgzQQHk3bDJDuFbNi
1993-01-02,2,1,1993,1/1993,5,Rhythm Is A Dancer,Snap!,https://open.spotify.com/track/5uFYYOyT3EclOVhiFzPJSz
1993-02-06,6,2,1993,2/1993,1,I Will Always Love You,Whitney Houston,https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm
1993-02-06,6,2,1993,2/1993,2,If I Ever Fall In Love,Shai,https://open.spotify.com/track/1jCsCYgzQQHk3bDJDuFbNi
1993-02-06,6,2,1993,2/1993,3,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,https://open.spotify.com/track/4tS8xQfyPGc7f4lJ1JP6BX
1993-03-06,6,3,1993,3/1993,1,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,https://open.spotify.com/track/4tS8xQfyPGc7f4lJ1JP6BX
1993-03-06,6,3,1993,3/1993,2,I Will Always Love You,Whitney Houston,https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm
1993-03-06,6,3,1993,3/1993,3,Ordinary World,Duran Duran,https://open.spotify.com/track/0wokCRaKD0zPNhMRXAgVsr
1993-03-06,6,3,1993,3/1993,4,Informer,Snow,https://open.spotify.com/track/2LjiPAQOVazT8sRyXL3XRs
1993-03-06,6,3,1993,3/1993,5,"Nuthin' But A ""G"" Thang",Dr. Dre,https://open.spotify.com/track/5Tbpp3OLLClPJF8t1DmrFD
1993-04-03,3,4,1993,4/1993,1,Informer,Snow,https://open.spotify.com/track/2LjiPAQOVazT8sRyXL3XRs
1993-04-03,3,4,1993,4/1993,2,Freak Me,Silk,https://open.spotify.com/track/5CdJveJgiGXoGwDFqF6afp
1993-04-03,3,4,1993,4/1993,3,"Nuthin' But A ""G"" Thang",Dr. Dre,https://open.spotify.com/track/5Tbpp3OLLClPJF8t1DmrFD
1993-04-03,3,4,1993,4/1993,4,I Have Nothing,Whitney Houston,https://open.spotify.com/track/31er9IGsfFbwqy1pH4aiTP
1993-04-03,3,4,1993,4/1993,5,Don't Walk Away,Jade,https://open.spotify.com/track/7tsRp7QKUBp6hc9bth0h7x
1993-05-01,1,5,1993,5/1993,1,Freak Me,Silk,https://open.spotify.com/track/5CdJveJgiGXoGwDFqF6afp
1993-05-01,1,5,1993,5/1993,2,Informer,Snow,https://open.spotify.com/track/2LjiPAQOVazT8sRyXL3XRs
1993-05-01,1,5,1993,5/1993,3,"Nuthin' But A ""G"" Thang",Dr. Dre,https://open.spotify.com/track/5Tbpp3OLLClPJF8t1DmrFD
1993-05-01,1,5,1993,5/1993,4,I Have Nothing,Whitney Houston,https://open.spotify.com/track/31er9IGsfFbwqy1pH4aiTP
1993-06-05,5,6,1993,6/1993,1,That's The Way Love Goes,Janet Jackson,https://open.spotify.com/track/29rQJydAlO0uMyWvRIZxQg
1993-06-05,5,6,1993,6/1993,2,Freak Me,Silk,https://open.spotify.com/track/5CdJveJgiGXoGwDFqF6afp
1993-06-05,5,6,1993,6/1993,3,Knockin' Da Boots,H-Town,https://open.spotify.com/track/6x53SJOV1PAZ8ZUwH4NFXQ
1993-06-05,5,6,1993,6/1993,4,Weak,SWV,https://open.spotify.com/track/71EHOyEOhNx1SzTebRRyng
1993-07-03,3,7,1993,7/1993,1,That's The Way Love Goes,Janet Jackson,https://open.spotify.com/track/29rQJydAlO0uMyWvRIZxQg
1993-07-03,3,7,1993,7/1993,2,Weak,SWV,https://open.spotify.com/track/71EHOyEOhNx1SzTebRRyng
1993-07-03,3,7,1993,7/1993,3,Knockin' Da Boots,H-Town,https://open.spotify.com/track/6x53SJOV1PAZ8ZUwH4NFXQ
1993-07-03,3,7,1993,7/1993,4,Whoomp! (There It Is),Tag Team,https://open.spotify.com/track/23tlud17OXKSMGM0Z3UzUR
1993-07-03,3,7,1993,7/1993,5,Have I Told You Lately,Rod Stewart,https://open.spotify.com/track/6mIY6O7uNGgVqOoX70UAYh
1993-08-07,7,8,1993,8/1993,2,Whoomp! (There It Is),Tag Team,https://open.spotify.com/track/23tlud17OXKSMGM0Z3UzUR
1993-08-07,7,8,1993,8/1993,3,Weak,SWV,https://open.spotify.com/track/71EHOyEOhNx1SzTebRRyng
1993-08-07,7,8,1993,8/1993,4,I'm Gonna Be (500 Miles),The Proclaimers,https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs
1993-08-07,7,8,1993,8/1993,5,Slam,Onyx,https://open.spotify.com/track/0W2mz7mvaBaEsC4rmoRNPn
1993-09-04,4,9,1993,9/1993,2,Dreamlover,Mariah Carey,https://open.spotify.com/track/5m9aremBVDMMMAP1tfFCbx
1993-09-04,4,9,1993,9/1993,3,Whoomp! (There It Is),Tag Team,https://open.spotify.com/track/23tlud17OXKSMGM0Z3UzUR
1993-09-04,4,9,1993,9/1993,4,Lately,Jodeci,https://open.spotify.com/track/4BSuhcM6fMWILQqhINH1Mm
1993-09-04,4,9,1993,9/1993,5,Runaway Train,Soul Asylum,https://open.spotify.com/track/3TW48DvQ7ChwY1Yy1tkMaP
1993-10-02,2,10,1993,10/1993,1,Dreamlover,Mariah Carey,https://open.spotify.com/track/5m9aremBVDMMMAP1tfFCbx
1993-10-02,2,10,1993,10/1993,3,Whoomp! (There It Is),Tag Team,https://open.spotify.com/track/23tlud17OXKSMGM0Z3UzUR
1993-10-02,2,10,1993,10/1993,4,The River Of Dreams,Billy Joel,https://open.spotify.com/track/30qVCFYKBtAENjTIBA8FPZ
1993-10-02,2,10,1993,10/1993,5,If,Janet Jackson,https://open.spotify.com/track/0t414ewhjcIiuPVF3QECz2
1993-11-06,6,11,1993,11/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,https://open.spotify.com/track/3IuSgREoO5y88HdIcE2Xee
1993-11-06,6,11,1993,11/1993,2,All That She Wants,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1993-11-06,6,11,1993,11/1993,3,Just Kickin' It,Xscape,https://open.spotify.com/track/2CG9mGkKC6IQE5lEjDioEi
1993-11-06,6,11,1993,11/1993,4,Again,Janet Jackson,https://open.spotify.com/track/1aJnGme5ZRltYTp8FJ52eZ
1993-11-06,6,11,1993,11/1993,5,Dreamlover,Mariah Carey,https://open.spotify.com/track/5m9aremBVDMMMAP1tfFCbx
1993-12-04,4,12,1993,12/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,https://open.spotify.com/track/3IuSgREoO5y88HdIcE2Xee
1993-12-04,4,12,1993,12/1993,2,Again,Janet Jackson,https://open.spotify.com/track/1aJnGme5ZRltYTp8FJ52eZ
1993-12-04,4,12,1993,12/1993,3,All That She Wants,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1993-12-04,4,12,1993,12/1993,4,Shoop,Salt-N-Pepa,https://open.spotify.com/track/0Pu71wxadDlB8fJXfjIjeJ
1993-12-04,4,12,1993,12/1993,5,Gangsta Lean,DRS,https://open.spotify.com/track/7FsrQ9ioJZuTJ9S1ANyl0d
1994-01-01,1,1,1994,1/1994,1,Hero,Mariah Carey,https://open.spotify.com/track/5mgCMlxQW7fmHbrdJuowbB
1994-01-01,1,1,1994,1/1994,2,Again,Janet Jackson,https://open.spotify.com/track/1aJnGme5ZRltYTp8FJ52eZ
1994-01-01,1,1,1994,1/1994,3,All That She Wants,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-01-01,1,1,1994,1/1994,4,All For Love,Bryan Adams/Rod Stewart/Sting,https://open.spotify.com/track/73141J8lIcoG8hw3IJVIpi
1994-01-01,1,1,1994,1/1994,5,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,https://open.spotify.com/track/3IuSgREoO5y88HdIcE2Xee
1994-02-05,5,2,1994,2/1994,1,All For Love,Bryan Adams/Rod Stewart/Sting,https://open.spotify.com/track/73141J8lIcoG8hw3IJVIpi
1994-02-05,5,2,1994,2/1994,2,Hero,Mariah Carey,https://open.spotify.com/track/5mgCMlxQW7fmHbrdJuowbB
1994-02-05,5,2,1994,2/1994,3,The Power Of Love,Celine Dion,https://open.spotify.com/track/5kK1Iru9ogP3Iy1zsANU1n
1994-02-05,5,2,1994,2/1994,4,Breathe Again,Toni Braxton,https://open.spotify.com/track/1xFliXOpcu7E89AsDAZ7JV
1994-02-05,5,2,1994,2/1994,5,The Sign,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-03-05,5,3,1994,3/1994,1,The Power Of Love,Celine Dion,https://open.spotify.com/track/5kK1Iru9ogP3Iy1zsANU1n
1994-03-05,5,3,1994,3/1994,2,The Sign,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-03-05,5,3,1994,3/1994,5,Breathe Again,Toni Braxton,https://open.spotify.com/track/1xFliXOpcu7E89AsDAZ7JV
1994-04-02,2,4,1994,4/1994,1,The Sign,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-04-02,2,4,1994,4/1994,2,Bump N' Grind,R. Kelly,https://open.spotify.com/track/0DBIL8arX0Zo6eAuxNIpik
1994-04-02,2,4,1994,4/1994,4,The Power Of Love,Celine Dion,https://open.spotify.com/track/5kK1Iru9ogP3Iy1zsANU1n
1994-05-07,7,5,1994,5/1994,1,The Sign,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-05-07,7,5,1994,5/1994,2,Bump N' Grind,R. Kelly,https://open.spotify.com/track/0DBIL8arX0Zo6eAuxNIpik
1994-05-07,7,5,1994,5/1994,3,The Most Beautiful Girl In The World,Prince,https://open.spotify.com/track/0aPaGIX2QIMAH5SMp0VEMe
1994-05-07,7,5,1994,5/1994,4,Return To Innocence,Enigma,https://open.spotify.com/track/2UKkLqST2xWpK8n1b0Xr5Z
1994-06-04,4,6,1994,6/1994,1,I Swear,All-4-One,https://open.spotify.com/track/4WUnM4KNZ0kjp0CUeoyOnS
1994-06-04,4,6,1994,6/1994,2,"I'll Remember (From ""With Honors"")",Madonna,https://open.spotify.com/track/00U0pedRUMEzREpyRqbVT6
1994-06-04,4,6,1994,6/1994,3,The Sign,Ace Of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
1994-06-04,4,6,1994,6/1994,4,Return To Innocence,Enigma,https://open.spotify.com/track/2UKkLqST2xWpK8n1b0Xr5Z
1994-06-04,4,6,1994,6/1994,5,The Most Beautiful Girl In The World,Prince,https://open.spotify.com/track/0aPaGIX2QIMAH5SMp0VEMe
1994-07-02,2,7,1994,7/1994,1,I Swear,All-4-One,https://open.spotify.com/track/4WUnM4KNZ0kjp0CUeoyOnS
1994-07-02,2,7,1994,7/1994,4,Don't Turn Around,Ace Of Base,https://open.spotify.com/track/4SYMibQ93bfzOk6uzkF0dO
1994-07-02,2,7,1994,7/1994,5,Back & Forth,Aaliyah,https://open.spotify.com/track/45wneA2j0Z0WMnYNDO6Ad0
1994-08-06,6,8,1994,8/1994,2,I Swear,All-4-One,https://open.spotify.com/track/4WUnM4KNZ0kjp0CUeoyOnS
1994-08-06,6,8,1994,8/1994,3,Fantastic Voyage,Coolio,https://open.spotify.com/track/5vpDsiVqiZLRwKAzQO708k
1994-08-06,6,8,1994,8/1994,4,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,https://open.spotify.com/track/6TL9gJE5JibG8QR6n26eCS
1994-09-03,3,9,1994,9/1994,1,I'll Make Love To You,Boyz II Men,https://open.spotify.com/track/7dfl9X38RhIvB3oSmmneq3
1994-09-03,3,9,1994,9/1994,4,Fantastic Voyage,Coolio,https://open.spotify.com/track/5vpDsiVqiZLRwKAzQO708k
1994-09-03,3,9,1994,9/1994,5,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,https://open.spotify.com/track/6TL9gJE5JibG8QR6n26eCS
1994-10-01,1,10,1994,10/1994,1,I'll Make Love To You,Boyz II Men,https://open.spotify.com/track/7dfl9X38RhIvB3oSmmneq3
1994-10-01,1,10,1994,10/1994,2,Endless Love,Luther Vandross & Mariah Carey,https://open.spotify.com/track/7IljDTNkQEyy77CcaRbiAj
1994-10-01,1,10,1994,10/1994,3,All I Wanna Do,Sheryl Crow,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd
1994-10-01,1,10,1994,10/1994,5,When Can I See You,Babyface,https://open.spotify.com/track/2zItQNJrVrTioXTXWiI2ed
1994-11-05,5,11,1994,11/1994,1,I'll Make Love To You,Boyz II Men,https://open.spotify.com/track/7dfl9X38RhIvB3oSmmneq3
1994-11-05,5,11,1994,11/1994,2,All I Wanna Do,Sheryl Crow,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd
1994-11-05,5,11,1994,11/1994,3,Secret,Madonna,https://open.spotify.com/track/15FcP9qwmIKqaD5NhfhNpu
1994-11-05,5,11,1994,11/1994,4,Another Night,Real McCoy,https://open.spotify.com/track/2eXEzzZH5lqopZ5XgActM0
1994-12-03,3,12,1994,12/1994,1,On Bended Knee,Boyz II Men,https://open.spotify.com/track/4Gmkqn3V7IMTkOmmiX7cbb
1994-12-03,3,12,1994,12/1994,3,Another Night,Real McCoy,https://open.spotify.com/track/2eXEzzZH5lqopZ5XgActM0
1994-12-03,3,12,1994,12/1994,4,I'll Make Love To You,Boyz II Men,https://open.spotify.com/track/7dfl9X38RhIvB3oSmmneq3
1994-12-03,3,12,1994,12/1994,5,Always,Bon Jovi,https://open.spotify.com/track/2RChe0r2cMoyOvuKobZy44
1995-01-07,7,1,1995,1/1995,1,On Bended Knee,Boyz II Men,https://open.spotify.com/track/4Gmkqn3V7IMTkOmmiX7cbb
1995-01-07,7,1,1995,1/1995,2,Creep,TLC,https://open.spotify.com/track/1aWV3uY3SIEZVbmv45oFWS
1995-01-07,7,1,1995,1/1995,4,Another Night,Real McCoy,https://open.spotify.com/track/2eXEzzZH5lqopZ5XgActM0
1995-01-07,7,1,1995,1/1995,5,Always,Bon Jovi,https://open.spotify.com/track/2RChe0r2cMoyOvuKobZy44
1995-02-04,4,2,1995,2/1995,1,Creep,TLC,https://open.spotify.com/track/1aWV3uY3SIEZVbmv45oFWS
1995-02-04,4,2,1995,2/1995,2,On Bended Knee,Boyz II Men,https://open.spotify.com/track/4Gmkqn3V7IMTkOmmiX7cbb
1995-02-04,4,2,1995,2/1995,3,Another Night,Real McCoy,https://open.spotify.com/track/2eXEzzZH5lqopZ5XgActM0
1995-02-04,4,2,1995,2/1995,4,Take A Bow,Madonna,https://open.spotify.com/track/5oqukcHWfqq7HGjyKwLX1y
1995-02-04,4,2,1995,2/1995,5,Always,Bon Jovi,https://open.spotify.com/track/2RChe0r2cMoyOvuKobZy44
1995-03-04,4,3,1995,3/1995,1,Take A Bow,Madonna,https://open.spotify.com/track/5oqukcHWfqq7HGjyKwLX1y
1995-03-04,4,3,1995,3/1995,2,Creep,TLC,https://open.spotify.com/track/1aWV3uY3SIEZVbmv45oFWS
1995-03-04,4,3,1995,3/1995,3,On Bended Knee,Boyz II Men,https://open.spotify.com/track/4Gmkqn3V7IMTkOmmiX7cbb
1995-03-04,4,3,1995,3/1995,4,Candy Rain,Soul For Real,https://open.spotify.com/track/4j1Bk0BEIGCF9hR7cSwl9d
1995-03-04,4,3,1995,3/1995,5,Baby,Brandy,https://open.spotify.com/track/17aVK3oQdgwVG2l0HpP67W
1995-04-01,1,4,1995,4/1995,1,Take A Bow,Madonna,https://open.spotify.com/track/5oqukcHWfqq7HGjyKwLX1y
1995-04-01,1,4,1995,4/1995,2,Candy Rain,Soul For Real,https://open.spotify.com/track/4j1Bk0BEIGCF9hR7cSwl9d
1995-04-01,1,4,1995,4/1995,3,Creep,TLC,https://open.spotify.com/track/1aWV3uY3SIEZVbmv45oFWS
1995-04-01,1,4,1995,4/1995,4,Red Light Special,TLC,https://open.spotify.com/track/6dW75XbJ1WAMljOXWjTK46
1995-04-01,1,4,1995,4/1995,5,Strong Enough,Sheryl Crow,https://open.spotify.com/track/25IRjWUZ60n7KXxcB4DiX9
1995-05-06,6,5,1995,5/1995,1,This Is How We Do It,Montell Jordan,https://open.spotify.com/track/6aJ90LBl96bly9zuEH1U2X
1995-05-06,6,5,1995,5/1995,2,Freak Like Me,Adina Howard,https://open.spotify.com/track/6Vas6h9lB5mmeVDXdFqlQA
1995-05-06,6,5,1995,5/1995,3,Red Light Special,TLC,https://open.spotify.com/track/6dW75XbJ1WAMljOXWjTK46
1995-05-06,6,5,1995,5/1995,4,I Know,Dionne Farris,https://open.spotify.com/track/698R7h4SU5zyNil1iReHAX
1995-05-06,6,5,1995,5/1995,5,Run Away,Real McCoy,https://open.spotify.com/track/2eXEzzZH5lqopZ5XgActM0
1995-06-03,3,6,1995,6/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,https://open.spotify.com/track/32Gf5A7Hr8RdgggXG0Fdks
1995-06-03,3,6,1995,6/1995,2,This Is How We Do It,Montell Jordan,https://open.spotify.com/track/6aJ90LBl96bly9zuEH1U2X
1995-06-03,3,6,1995,6/1995,4,Total Eclipse Of The Heart,Nicki French,https://open.spotify.com/track/4TeGZLhI6hIKCwiRCvEkwK
1995-06-03,3,6,1995,6/1995,5,Water Runs Dry,Boyz II Men,https://open.spotify.com/track/1i1H1aogIEHNLtNLxCxQsF
1995-07-01,1,7,1995,7/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,https://open.spotify.com/track/32Gf5A7Hr8RdgggXG0Fdks
1995-07-01,1,7,1995,7/1995,2,Don't Take It Personal (Just One Of Dem Days),Monica,https://open.spotify.com/track/0JCAezTC5IlK1a9o0YBEsD
1995-07-01,1,7,1995,7/1995,3,One More Chance/Stay With Me,The Notorious B.I.G.,https://open.spotify.com/track/7fXhkARAtS66kxexMIAx8O
1995-07-01,1,7,1995,7/1995,4,Total Eclipse Of The Heart,Nicki French,https://open.spotify.com/track/4TeGZLhI6hIKCwiRCvEkwK
1995-08-05,5,8,1995,8/1995,1,Waterfalls,TLC,https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY
1995-08-05,5,8,1995,8/1995,2,Don't Take It Personal (Just One Of Dem Days),Monica,https://open.spotify.com/track/0JCAezTC5IlK1a9o0YBEsD
1995-08-05,5,8,1995,8/1995,3,One More Chance/Stay With Me,The Notorious B.I.G.,https://open.spotify.com/track/7fXhkARAtS66kxexMIAx8O
1995-08-05,5,8,1995,8/1995,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-08-05,5,8,1995,8/1995,5,Boombastic/In The Summertime,Shaggy,https://open.spotify.com/track/726KAdf3k8Ce8W95O38XNI
1995-09-02,2,9,1995,9/1995,1,You Are Not Alone,Michael Jackson,https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0
1995-09-02,2,9,1995,9/1995,3,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-09-02,2,9,1995,9/1995,4,Waterfalls,TLC,https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY
1995-09-02,2,9,1995,9/1995,5,Boombastic/In The Summertime,Shaggy,https://open.spotify.com/track/726KAdf3k8Ce8W95O38XNI
1995-10-07,7,10,1995,10/1995,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-10-07,7,10,1995,10/1995,3,You Are Not Alone,Michael Jackson,https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0
1995-10-07,7,10,1995,10/1995,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-10-07,7,10,1995,10/1995,5,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-11-04,4,11,1995,11/1995,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-11-04,4,11,1995,11/1995,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-11-04,4,11,1995,11/1995,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-11-04,4,11,1995,11/1995,5,Tell Me,Groove Theory,https://open.spotify.com/track/2lp8xjq0WTm3HZKHuDEweg
1995-12-02,2,12,1995,12/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-02,2,12,1995,12/1995,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-02,2,12,1995,12/1995,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-02,2,12,1995,12/1995,4,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1996-01-06,6,1,1996,1/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-01-06,6,1,1996,1/1996,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-01-06,6,1,1996,1/1996,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-01-06,6,1,1996,1/1996,5,Diggin' On You,TLC,https://open.spotify.com/track/2W2vmNmTLERMWT9XBxm35E
1996-02-03,3,2,1996,2/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-02-03,3,2,1996,2/1996,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-02-03,3,2,1996,2/1996,3,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-02-03,3,2,1996,2/1996,4,One Of Us,Joan Osborne,https://open.spotify.com/track/1xNmF1Uep5OGutizZSbKvd
1996-02-03,3,2,1996,2/1996,5,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-03-02,2,3,1996,3/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-03-02,2,3,1996,3/1996,2,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-03-02,2,3,1996,3/1996,3,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-02,2,3,1996,3/1996,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-02,2,3,1996,3/1996,5,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-04-06,6,4,1996,4/1996,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-04-06,6,4,1996,4/1996,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-04-06,6,4,1996,4/1996,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
